ID,stag,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator
269,,1,f,41,Banks,HR,rabrecNErab,no,m,white,bus,3.8,8.4,2.6,4.8,7.5
270,,1,f,24,manufacture,HR,rabrecNErab,my head,f,grey,bus,3,4.8,7.2,7.9,5.2
271,,1,f,24,manufacture,HR,rabrecNErab,my head,f,grey,bus,3,5.5,5.7,7.1,5.2
272,,1,f,26,etc,Engineer,empjs,no,m,white,bus,6.2,5.5,3.3,6.3,8.3
273,,1,f,36,RealEstate,manage,rabrecNErab,no,m,white,bus,5.4,5.5,7.2,4.8,4.4
274,,1,m,30,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6
275,,1,f,30,Retail,HR,youjs,yes,f,white,bus,4.6,4.8,5.7,8.7,6
276,,0,f,31,IT,HR,youjs,no,m,white,bus,7,3.4,8,7.9,6
277,,1,f,24,Pharma,HR,empjs,no,f,white,bus,5.4,4.8,4.9,4.8,5.2
278,,1,f,28,IT,HR,youjs,no,f,white,bus,6.2,3.4,4.9,7.9,7.5
279,,1,f,24,etc,PR,referal,no,f,white,foot,7,4.1,2.6,7.9,7.5
280,,1,f,24,etc,PR,referal,no,f,white,foot,7.8,6.2,2.6,5.6,6.7
281,,1,f,44,etc,HR,youjs,no,m,white,bus,4.6,7.6,5.7,2.5,6
282,,0,f,24,Retail,HR,rabrecNErab,yes,m,white,car,7,6.2,1.8,6.3,7.5
283,,1,m,39,Retail,manage,empjs,no,m,white,car,6.2,3.4,6.4,6.3,7.5
284,,0,f,35,Telecom,BusinessDevelopment,referal,my head,f,white,bus,8.6,5.5,3.3,4.8,6.7
285,,1,f,40,Retail,HR,KA,no,m,white,car,6.2,6.2,5.7,4.8,7.5
286,,1,f,30.40033257,Retail,Marketing,youjs,yes,f,white,bus,7.8,6.2,4.9,4,8.3
287,,1,f,26,Banks,HR,youjs,no,f,grey,bus,4.6,6.2,5.7,4,6
288,,1,f,26,Banks,HR,youjs,no,f,grey,bus,4.6,5.5,6.4,5.6,5.2
289,,0,f,31,etc,HR,empjs,no,f,white,bus,5.4,5.5,4.9,5.6,6.7
290,,0,f,26,IT,HR,empjs,yes,f,white,bus,9.4,6.2,2.6,4,6
291,,0,f,26,IT,HR,empjs,yes,f,white,bus,6.2,7.6,4.1,3.3,6.7
292,,1,f,33,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2
293,,0,f,23,Consult,HR,empjs,yes,f,white,foot,8.6,5.5,2.6,4.8,7.5
294,,0,f,32,Retail,HR,rabrecNErab,no,f,white,bus,3.8,6.2,8,4,6.7
295,,1,m,28,etc,IT,youjs,no,m,white,bus,7.8,6.9,2.6,6.3,7.5
296,,0,f,26,Retail,etc,youjs,no,m,white,car,10,5.5,2.6,6.3,6.7
297,,1,f,27,etc,HR,KA,no,f,white,bus,3.8,1.9,9.5,7.1,2.1
298,,0,m,22,IT,IT,rabrecNErab,my head,m,white,foot,4.6,2.6,6.4,9.4,6
299,,1,m,37,IT,IT,rabrecNErab,no,m,white,bus,10,3.4,3.3,6.3,10
300,,1,m,38,Agriculture,HR,empjs,no,f,white,bus,4.6,4.1,4.1,8.7,8.3
301,,1,m,44,Retail,Sales,youjs,no,m,,bus,2.2,5.5,8.7,7.1,6.7
302,,0,f,27,etc,etc,empjs,no,m,,bus,7,6.9,5.7,3.3,6.7
303,,1,f,23,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,3.3,2.1
304,,1,f,23,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,2.5,2.9
305,,1,f,23,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,3.3,2.1
306,,1,f,23,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,2.5,2.9
307,,1,f,34,Building,HR,youjs,my head,f,white,bus,4.6,2.6,5.7,7.9,7.5
308,,0,m,23,Telecom,Engineer,empjs,no,m,grey,bus,3.8,9.1,8.7,4.8,5.2
309,,0,f,25,Retail,HR,youjs,no,m,grey,bus,6.2,3.4,6.4,6.3,7.5
310,,0,f,26,Retail,HR,recNErab,no,f,white,bus,4.6,6.2,5.7,6.3,4.4
311,,0,f,26,Retail,HR,recNErab,no,f,white,bus,3.8,4.1,8.7,7.9,5.2
312,,0,f,30,Retail,etc,youjs,no,f,grey,bus,6.2,2.6,6.4,5.6,6
313,,1,m,45,Telecom,BusinessDevelopment,friends,my head,m,white,bus,3,8.4,7.2,7.1,6
314,,0,f,31,transport,Consult,friends,no,m,white,bus,5.4,6.2,6.4,4,3.7
315,,0,f,31,transport,Consult,friends,no,m,white,bus,3.8,3.4,8,6.3,6
316,,1,f,36,manufacture,etc,empjs,my head,f,white,foot,4.6,4.1,4.9,5.6,3.7
317,,1,f,36,manufacture,etc,empjs,my head,f,white,foot,6.2,4.8,5.7,4,2.9
318,,0,f,29,PowerGeneration,Commercial,youjs,no,m,grey,car,5.4,6.2,4.1,5.6,8.3
319,,1,f,30,Telecom,HR,youjs,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5
320,,1,f,23,manufacture,Engineer,youjs,yes,m,white,bus,3,6.9,5.7,7.9,5.2
321,,1,f,23,manufacture,Engineer,youjs,yes,m,white,bus,4.6,6.9,7.2,4.8,5.2
322,,1,f,27,Retail,HR,rabrecNErab,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7
323,,1,m,29,Consult,HR,empjs,no,m,white,car,3,4.8,4.9,6.3,7.5
324,,1,f,28,State,manage,rabrecNErab,no,f,white,bus,7,6.9,6.4,2.5,5.2
325,,0,m,46,Consult,HR,advert,no,f,white,bus,3,6.2,8,5.6,3.7
326,,1,m,23,State,Law,referal,my head,m,,car,4.6,6.9,7.2,3.3,2.1
327,,1,m,23,State,Law,referal,my head,m,,car,4.6,6.9,7.2,2.5,2.9
328,,0,f,26,Building,HR,rabrecNErab,no,m,,foot,3.8,1.9,8.7,6.3,4.4
329,,0,f,26,Building,HR,rabrecNErab,no,m,,foot,5.4,2.6,8,7.1,5.2
330,,1,f,38,transport,HR,youjs,no,m,,bus,6.2,6.2,8,2.5,3.7
331,,1,f,38,transport,HR,youjs,no,m,,bus,4.6,6.2,8,4,3.7
332,,1,m,26,Retail,IT,friends,no,m,white,bus,3.8,7.6,7.2,7.9,4.4
333,,0,f,31,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,3.3,2.9
334,,0,f,31,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,4.8,3.7
335,,1,f,36,Building,HR,KA,no,f,white,bus,3.8,5.5,6.4,5.6,6
336,,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6
337,45.73305955,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5
338,29.01026694,1,f,28,Building,BusinessDevelopment,referal,no,m,white,foot,9.4,3.4,4.9,3.3,6
339,11.99178645,1,f,27,Retail,HR,referal,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7
340,27.36755647,0,f,26,Banks,IT,youjs,my head,m,grey,car,6.2,5.5,4.9,5.6,6.7
341,105.9219713,0,f,28,Retail,HR,youjs,no,m,white,bus,5.4,3.4,7.2,6.3,3.7
342,3.449691992,1,f,40,Retail,HR,youjs,no,m,grey,car,6.2,5.5,4.9,4.8,7.5
343,4.533880903,1,m,23,etc,Marketing,friends,my head,m,white,bus,1.4,9.8,6.4,3.3,6
344,35.77823409,1,f,22,IT,IT,empjs,my head,m,grey,bus,7,4.1,5.7,5.6,8.3
345,40.31211499,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5
346,40.31211499,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5
347,2.201232033,1,m,23,State,etc,rabrecNErab,my head,m,white,bus,6.2,2.6,,6.3,7.5
348,40.3449692,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,,7.9,7.5
349,40.37782341,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,,7.9,7.5
350,11.23613963,1,m,26,IT,IT,empjs,no,m,white,bus,3.8,4.8,,8.7,6
351,85.09240246,0,f,26,transport,HR,youjs,yes,f,white,bus,7.8,4.8,,4.8,6
352,9.823408624,1,m,26,Building,Engineer,empjs,my head,m,white,bus,4.6,5.5,,8.7,6
353,64.19712526,0,m,19,IT,IT,youjs,no,m,white,bus,4.6,6.2,,5.6,6
354,14.45585216,0,f,33,Retail,HR,youjs,no,m,grey,bus,6.2,4.8,,2.5,4.4
355,21.15811088,1,f,24,Consult,Consult,rabrecNErab,my head,f,white,bus,6.2,4.8,,4,2.9
356,28.78028747,0,f,31,Retail,Accounting,youjs,no,f,white,bus,7,2.6,,4.8,4.4
357,155.1704312,1,f,33,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2
358,13.86447639,1,f,22,IT,HR,rabrecNErab,no,m,white,bus,7,2.6,7.2,6.3,6
359,13.01026694,1,f,25,Banks,HR,empjs,my head,m,white,bus,9.4,6.2,3.3,2.5,6.7
360,2.759753593,0,f,28,Agriculture,HR,friends,no,m,,bus,6.2,5.5,3.3,6.3,8.3
361,2.825462012,0,f,32,Telecom,HR,youjs,no,f,,bus,7,5.5,3.3,7.1,6.7
362,4.008213552,1,f,22,transport,HR,youjs,no,m,,bus,2.2,8.4,4.9,7.1,6.7
363,10.34907598,1,f,37,Consult,Finan?,empjs,no,m,,bus,7,7.6,2.6,5.6,8.3
364,34.03696099,1,f,27,Retail,HR,empjs,no,f,grey,car,7.8,4.8,3.3,5.6,6.7
365,34.03696099,1,f,27,Retail,HR,empjs,no,f,grey,car,10,4.1,1.8,6.3,8.3
366,11.95893224,1,f,35,Telecom,HR,empjs,my head,f,white,foot,6.2,4.1,6.4,5.6,6.7
367,164.5667351,0,f,27,Telecom,Marketing,advert,no,f,white,car,3.8,4.8,4.9,6.3,5.2
368,32.95277207,1,m,24,Consult,HR,empjs,no,f,white,foot,2.2,4.1,6.4,9.4,6
369,5.32238193,1,f,25,Banks,HR,youjs,my head,f,grey,bus,5.4,3.4,8,6.3,2.1
370,40.3449692,1,f,23,Banks,IT,youjs,my head,m,white,bus,5.4,6.2,3.3,4,6
371,34.23408624,0,f,24,IT,HR,empjs,my head,f,white,bus,8.6,6.9,4.9,1.7,4.4
372,96,1,m,31,Retail,IT,youjs,no,m,white,bus,4.6,2.6,6.4,10,4.4
373,7.030800821,1,m,35,Retail,Sales,youjs,no,m,white,foot,5.4,6.2,4.9,4,2.9
374,26.94045175,1,f,21,State,PR,empjs,no,f,white,bus,3,5.5,7.2,5.6,2.1
375,115.5482546,0,f,19,Retail,HR,rabrecNErab,yes,f,white,bus,7,6.2,5.7,2.5,5.2
376,28.58316222,1,f,21,Consult,HR,empjs,yes,f,white,bus,7,9.1,1.8,4.8,6
377,26.31622177,1,f,24,Building,etc,friends,no,m,grey,bus,5.4,4.1,2.6,7.9,6
378,29.27310062,0,f,35,Pharma,HR,KA,my head,f,white,bus,5.4,4.8,5.7,4,3.7
379,57.82340862,1,m,25,Retail,Sales,youjs,my head,m,white,car,7,5.5,4.1,6.3,8.3
380,133.9137577,1,m,19,manufacture,Accounting,friends,no,f,white,car,6.2,3.4,,7.1,6.7
381,133.9137577,1,m,19,manufacture,Accounting,friends,no,f,white,car,4.6,6.9,,7.1,5.2
382,39.72073922,0,f,30.40033257,Banks,HR,friends,my head,f,white,bus,6.2,6.2,,2.5,5.2
383,38.01232033,0,f,35,manufacture,HR,youjs,no,m,white,bus,7.8,1.9,,4,6.7
384,27.40041068,0,f,43,State,Law,rabrecNErab,no,m,white,car,4.6,5.5,,4,5.2
385,25.42915811,1,f,22,Consult,HR,empjs,yes,m,white,bus,6.2,4.8,,7.1,9
386,32.52566735,1,f,48,Building,HR,rabrecNErab,no,m,white,bus,6.2,6.2,,3.3,6.7
387,23.2936345,0,f,29,IT,IT,empjs,yes,m,white,car,9.4,6.2,4.1,4.8,7.5
388,23.2936345,0,f,29,IT,IT,empjs,yes,m,white,car,7,6.2,5.7,4.8,5.2
389,49.28131417,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6
390,49.28131417,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5
391,18.1026694,1,f,44,Retail,HR,rabrecNErab,no,m,grey,bus,3,6.9,4.1,7.9,5.2
392,8.180698152,1,f,24,IT,HR,empjs,my head,m,white,foot,7,5.5,4.9,4.8,2.9
393,42.48049281,1,f,42,Consult,HR,friends,no,m,white,bus,3,6.9,6.4,5.6,6
394,42.48049281,1,f,42,Consult,HR,friends,no,m,white,bus,7,6.2,5.7,4.8,4.4
395,129.8069815,1,f,22,State,Teaching,recNErab,my head,f,grey,bus,3,4.8,5.7,4.8,3.7
396,8.016427105,1,m,41,IT,IT,rabrecNErab,no,m,white,bus,3.8,4.1,5.7,5.6,4.4
397,9.100616016,1,f,26,State,HR,referal,no,m,white,car,5.4,6.2,7.2,4.8,6.7
398,26.15195072,1,m,31,Building,Engineer,youjs,no,m,white,bus,5.4,4.1,8.7,6.3,4.4
399,66.49691992,1,f,38,Building,HR,youjs,no,m,white,bus,7,4.1,4.9,5.6,6.7
400,10.02053388,0,m,38,Agriculture,HR,youjs,no,f,white,car,7.8,2.6,4.1,7.9,6.7
401,6.53798768,1,f,26,Consult,HR,youjs,no,f,grey,bus,7,6.2,4.1,4.8,8.3
402,0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7
403,0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9
404,0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9
405,2.858316222,1,f,38,Building,HR,KA,no,m,white,car,5.4,5.5,4.9,4.8,4.4
406,2.858316222,1,f,38,Building,HR,KA,no,m,white,car,6.2,6.2,4.9,3.3,2.9
407,48.45995893,0,m,35,IT,IT,friends,no,m,white,bus,7,5.5,2.6,5.6,9
408,15.14579055,0,f,39,etc,manage,KA,no,f,white,bus,3.8,7.6,4.9,7.1,9
409,133.8809035,1,m,19,manufacture,Accounting,rabrecNErab,no,f,white,car,6.2,3.4,5.7,7.1,6.7
410,133.8809035,1,m,19,manufacture,Accounting,rabrecNErab,no,f,white,car,4.6,6.9,5.7,7.1,5.2
411,32.88706366,0,f,26,IT,HR,empjs,my head,f,white,bus,9.4,6.2,2.6,4,6
412,32.88706366,0,f,26,IT,HR,empjs,my head,f,white,bus,6.2,7.6,4.1,3.3,6.7
413,63.14579055,1,m,32,Mining,Law,friends,no,f,white,bus,3,4.8,4.1,7.1,7.5
414,8.969199179,1,f,26,State,HR,empjs,yes,m,white,car,5.4,6.2,7.2,4.8,6.7
415,36.59958932,0,m,33,Retail,HR,empjs,no,f,white,car,4.6,6.2,8,7.1,5.2
416,36.59958932,0,m,33,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6
417,11.76180698,0,f,39,transport,HR,empjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7
418,11.76180698,0,f,39,transport,HR,empjs,no,f,white,bus,6.2,4.8,5.7,4,2.9
419,28.81314168,0,f,23,Retail,HR,empjs,no,m,white,bus,7,4.1,8,4.8,4.4
420,18.56262834,0,f,24,manufacture,HR,youjs,no,f,white,bus,3.8,7.6,8,4.8,2.9
421,1.80698152,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
422,1.80698152,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9
423,17.08418891,0,f,34,Banks,HR,youjs,no,f,white,bus,1.4,6.9,8,4,5.2
424,1.938398357,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
425,1.938398357,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9
426,50.69404517,0,m,32,State,etc,youjs,no,f,white,car,3.8,3.4,7.2,10,5.2
427,41.65913758,0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9
428,103.5893224,0,f,21,Retail,HR,empjs,no,f,grey,bus,2.2,4.8,8.7,7.9,5.2
429,103.5893224,0,f,21,Retail,HR,empjs,no,f,grey,bus,3.8,3.4,8.7,7.1,3.7
430,2.135523614,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
431,2.135523614,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9
432,2.168377823,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
433,2.168377823,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9
434,13.14168378,1,m,42,etc,Marketing,empjs,no,f,grey,bus,2.2,6.9,3.3,6.3,3.7
435,2.431211499,0,f,35,Telecom,HR,empjs,no,f,grey,bus,7,3.4,3.3,6.3,7.5
436,49.34702259,1,m,42,Consult,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2
437,79.11293634,0,m,28,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7
438,35.84394251,0,f,27,PowerGeneration,HR,youjs,no,m,white,foot,3,2.6,6.4,7.1,7.5
439,35.84394251,0,f,27,PowerGeneration,HR,youjs,no,m,white,foot,3,5.5,4.1,7.1,8.3
440,12.81314168,1,m,33,Building,Sales,KA,no,m,grey,car,7.8,3.4,7.2,4,5.2
441,2.234086242,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
442,2.234086242,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9
443,17.11704312,0,f,31,transport,manage,friends,my head,m,white,bus,5.4,6.2,6.4,4,3.7
444,17.11704312,0,f,31,transport,manage,friends,my head,m,white,bus,3.8,3.4,8,6.3,6
445,23.95071869,1,f,32,manufacture,HR,recNErab,my head,f,white,car,4.6,6.9,4.9,5.6,6
446,11.86036961,0,f,25,Retail,HR,youjs,no,m,white,car,7.8,4.8,5.7,4.8,5.2
447,5.848049281,0,f,33,manufacture,HR,KA,no,m,white,bus,5.4,9.1,4.1,2.5,6
448,24.0164271,1,f,28,transport,HR,empjs,no,m,white,bus,3.8,4.8,9.5,4.8,2.1
449,43.99178645,1,m,26,etc,Engineer,friends,no,m,white,bus,7.8,6.9,4.1,6.3,7.5
450,20.69815195,1,f,40,Building,HR,rabrecNErab,my head,m,white,car,2.2,8.4,6.4,4.8,6.7
451,29.8973306,0,f,26,IT,HR,friends,my head,m,white,bus,4.6,6.9,8,4,4.4
452,31.14579055,0,m,21,Retail,Sales,rabrecNErab,yes,m,white,bus,7.8,4.1,2.6,5.6,8.3
453,1.347022587,0,f,27,Retail,HR,youjs,my head,m,white,bus,7,4.8,6.4,4.8,7.5
454,23.9835729,1,f,29,Mining,HR,rabrecNErab,no,m,white,bus,4.6,5.5,5.7,4.8,7.5
455,32.45995893,0,f,25,Retail,Marketing,youjs,yes,f,white,bus,8.6,5.5,3.3,5.6,9.8
456,64.29568789,1,m,44,Retail,Commercial,youjs,no,m,white,bus,3,2.6,10,9.4,4.4
457,21.35523614,1,m,31,RealEstate,Marketing,youjs,my head,f,grey,car,7.8,4.1,4.1,7.9,7.5
458,11.69609856,1,f,36,Telecom,HR,youjs,no,f,white,car,7,4.1,6.4,5.6,8.3
459,54.07802875,1,f,30,State,HR,friends,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5
460,42.0862423,0,f,31,State,HR,rabrecNErab,no,f,white,bus,1.4,7.6,7.2,4,2.9
461,27.40041068,0,f,22,Consult,HR,youjs,my head,f,white,bus,6.2,5.5,2.6,5.6,8.3
462,1.117043121,1,f,54,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4,4.4
463,1.117043121,1,f,54,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4,4.4
464,42.38193018,1,f,36,manufacture,HR,youjs,my head,f,white,bus,6.2,4.8,5.7,8.7,7.5
465,5.782340862,1,f,32,Retail,HR,friends,no,f,grey,car,6.2,6.2,1.8,5.6,9
466,43.30184805,0,f,33,Banks,HR,empjs,no,f,white,bus,7,6.2,1,9.4,7.5
467,53.09240246,0,f,23,Retail,etc,recNErab,my head,m,white,bus,6.2,6.9,4.9,2.5,2.9
468,17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,7.8,5.5,2.6,6.3,8.3
469,17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,8.6,5.5,3.3,6.3,7.5
470,17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,7,6.9,4.1,5.6,7.5
471,26.0862423,1,f,30,Banks,HR,youjs,no,f,white,bus,8.6,6.9,2.6,4,7.5
472,16.65708419,0,f,26,manufacture,HR,empjs,no,m,white,bus,8.6,5.5,4.1,4,3.7
473,70.83367556,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,6.2,9.1,4.1,3.3,6.7
474,70.83367556,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,7,7.6,3.3,3.3,6.7
475,99.77823409,0,f,42,etc,HR,youjs,no,f,white,foot,5.4,4.8,6.4,6.3,4.4
476,42.94045175,1,f,25,State,manage,friends,no,m,white,bus,4.6,6.2,6.4,4,4.4
477,19.58110883,1,f,23,Telecom,HR,empjs,no,f,white,bus,3.8,4.8,7.2,5.6,4.4
478,96,1,f,22,etc,Sales,recNErab,my head,m,white,foot,7,1.9,6.4,6.3,4.4
479,44.22176591,0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9
480,104.0164271,0,f,37,Retail,HR,friends,no,m,white,bus,5.4,4.8,6.4,7.1,4.4
481,67.84394251,1,m,24,Building,HR,friends,yes,m,white,car,5.4,5.5,5.7,8.7,5.2
482,0.919917864,1,m,26,etc,HR,youjs,yes,f,white,bus,6.2,5.5,6.4,4,3.7
483,48.45995893,1,f,34,manufacture,manage,KA,no,f,white,car,7,2.6,7.2,4.8,5.2
484,15.73716632,1,f,27,Agriculture,Marketing,empjs,yes,m,white,bus,7,6.9,2.6,4,5.2
485,16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7
486,16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9
487,16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9
488,37.38809035,0,f,20,etc,HR,KA,no,f,white,bus,7.8,7.6,4.1,4,5.2
489,44.02464066,1,m,26,State,IT,empjs,my head,m,white,bus,4.6,3.4,6.4,7.1,6
490,12.78028747,1,f,27,IT,HR,youjs,my head,m,white,bus,6.2,6.2,4.9,5.6,6
491,106.8418891,1,f,22,Telecom,HR,referal,no,f,white,car,7,3.4,4.1,6.3,8.3
492,50.20123203,0,f,31,manufacture,HR,KA,my head,m,white,car,8.6,4.8,4.1,2.5,4.4
493,6.143737166,1,f,31,manufacture,HR,youjs,my head,m,grey,car,5.4,5.5,6.4,6.3,6.7
494,45.8973306,1,f,31,etc,HR,empjs,no,m,white,car,5.4,8.4,2.6,5.6,7.5
495,80.65708419,1,f,37,Building,HR,friends,no,m,white,car,2.2,7.6,8,4,2.1
496,49.31416838,1,m,42,IT,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2
497,20.04106776,1,f,22,Retail,HR,empjs,no,f,white,bus,5.4,4.8,4.9,7.1,6.7
498,20.04106776,1,f,22,Retail,HR,empjs,no,f,white,bus,4.6,1.9,8,6.3,6
499,4.435318275,1,m,40,Agriculture,Sales,empjs,no,m,white,bus,4.6,4.1,7.2,10,5.2
500,24.21355236,0,f,23,transport,HR,empjs,yes,m,white,bus,5.4,5.5,8,2.5,4.4
501,3.58110883,1,f,34,Retail,BusinessDevelopment,rabrecNErab,no,f,white,bus,3,7.6,4.9,5.6,5.2
502,83.58110883,0,m,33,State,Sales,rabrecNErab,no,m,white,car,7,6.2,4.1,6.3,9
503,18.49691992,1,f,46,Building,HR,friends,no,m,white,car,3.8,5.5,4.9,5.6,5.2
504,73.13347023,0,f,22,Retail,HR,empjs,yes,f,white,bus,3.8,6.2,5.7,7.9,9
505,76.68172485,0,f,25,Mining,Finan?,rabrecNErab,no,f,white,car,6.2,6.2,6.4,5.6,3.7
506,82.82546201,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,6.2,9.1,4.1,3.3,6.7
507,82.82546201,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,7,7.6,3.3,3.3,6.7
508,28.84599589,1,m,31,Retail,Sales,empjs,my head,m,grey,bus,6.2,6.9,6.4,3.3,6.7
509,5.289527721,0,f,25,State,HR,youjs,no,f,white,bus,9.4,4.8,3.3,7.1,9
510,149.6180698,0,f,30,RealEstate,BusinessDevelopment,referal,my head,m,white,car,5.4,6.9,2.6,5.6,8.3
511,109.2402464,0,f,22,State,HR,advert,my head,f,white,foot,5.4,5.5,7.2,4,2.9
512,35.74537988,1,f,35,Retail,HR,empjs,no,m,white,bus,5.4,7.6,4.9,4,6
513,50.98973306,1,f,24,Consult,HR,empjs,my head,f,white,bus,7.8,5.5,3.3,7.9,8.3
514,109.1088296,0,f,29,Retail,HR,advert,no,m,white,car,4.6,3.4,9.5,4.8,2.1
515,10.51334702,0,m,36,manufacture,Engineer,friends,my head,m,white,bus,7.8,2.6,4.1,8.7,6.7
516,129.2813142,0,m,33,manufacture,Engineer,recNErab,my head,m,white,bus,5.4,8.4,4.1,4.8,6.7
517,34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,5.5,4.1,5.6,6.7
518,34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,3.4,4.1,7.1,6
519,34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,7.8,4.1,4.1,7.1,6.7
520,51.1211499,0,f,28,Retail,HR,youjs,no,f,white,car,5.4,5.5,6.4,2.5,4.4
521,15.11293634,0,f,45,State,HR,rabrecNErab,no,f,white,bus,6.2,6.2,3.3,6.3,8.3
522,15.11293634,0,f,45,State,HR,rabrecNErab,no,f,white,bus,4.6,4.8,4.1,7.9,9
523,9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,3,6.9,6.4,4.8,6
524,9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,2.2,6.9,8,6.3,3.7
525,9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,3,6.9,7.2,4.8,5.2
526,3.121149897,1,f,41,Consult,HR,youjs,no,f,white,bus,1.4,4.8,8.7,5.6,2.1
527,3.121149897,1,f,41,Consult,HR,youjs,no,f,white,bus,3,8.4,8,3.3,2.1
528,38.17659138,0,m,33,Retail,HR,empjs,my head,f,white,bus,2.2,7.6,6.4,4.8,7.5
529,30.02874743,1,f,22,Banks,HR,youjs,yes,f,white,bus,6.2,4.8,4.9,4.8,6.7
530,5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7
531,5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9
532,5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9
533,34.0698152,1,f,34,manufacture,Marketing,referal,no,m,grey,car,9.4,3.4,4.9,3.3,6
534,40.60780287,0,m,33,Retail,HR,empjs,no,f,white,car,4.6,6.2,8,7.1,5.2
