day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,SK와이번스,,,
5.8목,SK 와이번스,3,0,1,11,1,0,0,인천,14.7,0,86,,,,,,,,,
5.13화,SK 와이번스,10,3,0,7,0,1,0,인천,18.5,0,78,,,,,,,,,
5.14수,SK 와이번스,5,0,2,11,1,1,0,인천,19.6,0,64,,,,,,,,,
5.15목,SK 와이번스,4,0,1,7,0,3,0,인천,17.6,0,68,,,,,,,,,
5.16금,SK 와이번스,7,1,2,8,1,2,0,대전,24.2,0,36,,,,,,,,,
5.17토,SK 와이번스,16,0,6,6,0,1,1,대전,25.1,0,38,,,,,,,,,
5.18일,SK 와이번스,12,0,0,5,1,0,0,대전,26.4,0,24,,,,,,,,,
5.20화,SK 와이번스,7,1,0,1,1,0,0,창원,20.1,0,70,,,,,,,,,
5.21수,SK 와이번스,16,2,0,9,0,0,1,창원,26.9,0,28,,,,,,,,,
5.22목,SK 와이번스,9,0,0,14,0,1,1,창원,20.4,0,68,,,,,,,,,
5.23금,SK 와이번스,8,1,2,10,1,2,0,인천,18.3,0,96,,,,,,,,,
5.24토,SK 와이번스,8,3,2,5,0,0,1,인천,20,0,83,,,,,,,,,
5.25일,SK 와이번스,12,0,5,5,0,0,1,인천,19,0,99,,,,,,,,,
5.27화,SK 와이번스,10,0,0,6,1,1,0,서울,27,0,40,,,,,,,,,
5.28수,SK 와이번스,7,1,2,4,1,0,0,서울,26.9,0,59,,,,,,,,,
5.29목,SK 와이번스,16,1,4,7,1,1,1,서울,28.7,0,33,,,,,,,,,
5.30금,SK 와이번스,10,0,1,6,2,0,1,대전,31.6,0,31,,,,,,,,,
5.31토,SK 와이번스,11,0,0,1,1,0,1,대전,31.9,0,37,,,,,,,,,
6.1일,SK 와이번스,9,1,2,10,0,2,0,대전,26.5,0,63,,,,,,,,,
6.4수,SK 와이번스,9,1,2,6,1,1,1,인천,25.8,0,61,,,,,,,,,
6.5목,SK 와이번스,10,1,1,8,0,0,1,인천,24.4,0,60,,,,,,,,,
6.6금,SK 와이번스,14,1,2,6,1,1,1,인천,24.9,0,68,,,,,,,,,
6.7토,SK 와이번스,9,0,0,10,0,0,0,인천,23.9,0,75,,,,,,,,,
6.8일,SK 와이번스,7,0,0,8,1,1,0,인천,21,0,91,,,,,,,,,
6.13금,SK 와이번스,13,0,1,7,2,0,0,서울,24.8,0,66,,,,,,,,,
6.14토,SK 와이번스,9,0,2,5,0,2,1,서울,26.1,0,58,,,,,,,,,
6.15일,SK 와이번스,11,0,0,11,1,0,0,서울,26.8,0,48,,,,,,,,,
6.17화,SK 와이번스,11,1,2,10,0,1,0,인천,25.8,0,75,,,,,,,,,
6.18수,SK 와이번스,14,1,0,14,1,1,0,인천,23.9,0,85,,,,,,,,,
6.19목,SK 와이번스,8,0,1,5,1,2,0,인천,21.3,0,99,,,,,,,,,
6.20금,SK 와이번스,10,1,1,4,2,0,0,서울,26,0.2,77,,,,,,,,,
6.21토,SK 와이번스,9,2,2,10,2,1,0,서울,25.7,0,73,,,,,,,,,
6.22일,SK 와이번스,11,3,0,4,1,0,0,서울,27.3,0,63,,,,,,,,,
6.24화,SK 와이번스,13,1,6,7,0,0,1,광주,26.8,0,45,,,,,,,,,
6.25수,SK 와이번스,10,2,0,9,0,2,0,광주,25.5,0,61,,,,,,,,,
6.26목,SK 와이번스,9,0,2,5,2,2,0,광주,26.3,0,61,,,,,,,,,
6.27금,SK 와이번스,10,2,0,5,1,0,1,인천,24.1,0,81,,,,,,,,,
6.28토,SK 와이번스,10,0,1,9,0,1,1,인천,23.5,0,87,,,,,,,,,
6.29일,SK 와이번스,10,1,1,8,1,2,0,인천,25.4,0,76,,,,,,,,,
7.1화,SK 와이번스,5,1,0,12,0,2,0,창원,25.8,0,72,,,,,,,,,
7.3목,SK 와이번스,11,1,0,7,1,1,0,창원,22.8,0,86,,,,,,,,,
7.4금,SK 와이번스,8,0,1,5,1,1,0,부산,23.9,0,81,,,,,,,,,
7.5토,SK 와이번스,13,2,1,9,0,1,0,부산,23.5,0,77,,,,,,,,,
7.7월,SK 와이번스,15,1,3,9,0,1,1,부산,23.2,0,95,,,,,,,,,
7.8화,SK 와이번스,9,0,1,7,0,0,0,인천,27.9,0,78,,,,,,,,,
7.9수,SK 와이번스,13,0,1,2,1,0,1,인천,26.8,0,91,,,,,,,,,
7.10목,SK 와이번스,7,0,1,10,0,0,0,인천,31.4,0,49,,,,,,,,,
7.11금,SK 와이번스,9,2,0,9,1,1,0,대구,33.1,0,29,,,,,,,,,
7.12토,SK 와이번스,16,3,2,9,2,1,1,대구,30.1,0,40,,,,,,,,,
7.13일,SK 와이번스,8,0,0,4,0,1,1,대구,29.6,0,47,,,,,,,,,
7.15화,SK 와이번스,8,1,0,6,2,0,0,인천,27,0,83,,,,,,,,,
7.16수,SK 와이번스,5,1,0,11,0,2,0,인천,27.2,0,84,,,,,,,,,
7.24목,SK 와이번스,12,0,1,9,1,3,1,서울,24.5,0,74,,,,,,,,,
7.26토,SK 와이번스,7,0,1,7,2,0,1,인천,23.5,0,94,,,,,,,,,
7.27일,SK 와이번스,11,1,0,13,0,2,0,인천,26.9,0,83,,,,,,,,,
7.28월,SK 와이번스,11,2,2,5,0,1,0,인천,26.6,0,85,,,,,,,,,
8.1금,SK 와이번스,18,2,0,6,0,0,1,인천,33,0,57,,,,,,,,,
8.2토,SK 와이번스,15,2,0,6,1,1,1,인천,31.7,0,63,,,,,,,,,
8.5화,SK 와이번스,9,2,0,7,2,0,0,서울,28.4,0,79,,,,,,,,,
8.7목,SK 와이번스,9,1,1,11,0,2,1,인천,25,0,99,,,,,,,,,
8.8금,SK 와이번스,6,0,1,10,1,0,0,인천,28.7,0,60,,,,,,,,,
8.9토,SK 와이번스,14,2,0,6,0,0,1,창원,26.7,0,62,,,,,,,,,
8.11월,SK 와이번스,8,0,0,9,1,0,0,창원,26.1,0,73,,,,,,,,,
8.12화,SK 와이번스,12,0,1,4,3,0,1,서울,29,0,61,,,,,,,,,
8.13수,SK 와이번스,11,0,2,9,0,1,1,서울,24.7,0,61,,,,,,,,,
8.14목,SK 와이번스,8,0,0,8,2,0,0,인천,22.1,0,94,,,,,,,,,
8.15금,SK 와이번스,13,3,2,7,0,1,1,인천,26,0,94,,,,,,,,,
8.19화,SK 와이번스,16,0,1,9,1,0,0,인천,24.1,0,99,,,,,,,,,
8.20수,SK 와이번스,9,1,1,8,0,1,1,인천,25.7,0,97,,,,,,,,,
8.22금,SK 와이번스,9,0,0,2,3,1,0,대전,27.2,0,74,,,,,,,,,
8.23토,SK 와이번스,11,1,3,6,2,2,0,대구,30.3,0,35,,,,,,,,,
8.24일,SK 와이번스,14,3,3,13,0,0,1,대구,27.4,0,66,,,,,,,,,
8.28목,SK 와이번스,8,1,1,7,0,1,1,인천,27,0,83,,,,,,,,,
8.29금,SK 와이번스,7,1,0,8,1,0,0,인천,25.5,0,87,,,,,,,,,
8.30토,SK 와이번스,12,2,1,5,2,1,1,광주,26,0,64,,,,,,,,,
8.31일,SK 와이번스,11,1,1,10,1,0,1,광주,23.8,0,66,,,,,,,,,
9.4목,SK 와이번스,8,1,0,8,0,0,0,인천,24.2,0,90,,,,,,,,,
9.5금,SK 와이번스,18,1,2,9,0,1,1,인천,24.1,0,95,,,,,,,,,
9.6토,SK 와이번스,8,2,2,4,0,0,1,서울,29.1,0,54,,,,,,,,,
9.7일,SK 와이번스,13,2,1,7,1,0,1,서울,27.7,0,63,,,,,,,,,
9.9화,SK 와이번스,9,3,0,6,0,1,1,부산,25.4,0,79,,,,,,,,,
9.10수,SK 와이번스,14,1,0,11,2,0,0,부산,24.9,0,80,,,,,,,,,
9.11목,SK 와이번스,12,1,1,1,0,0,1,인천,25.3,0,71,,,,,,,,,
9.12금,SK 와이번스,7,0,1,8,0,1,1,인천,23.4,0,82,,,,,,,,,
9.13토,SK 와이번스,9,0,2,4,1,1,0,인천,25.3,0,82,,,,,,,,,
9.14일,SK 와이번스,7,1,1,2,0,0,1,인천,23.7,0,82,,,,,,,,,
10.1수,SK 와이번스,14,1,0,11,0,2,1,대전,21.4,0,73,,,,,,,,,
10.2목,SK 와이번스,5,0,0,8,1,1,0,창원,21,0,70,,,,,,,,,
10.5일,SK 와이번스,9,2,2,5,1,2,1,인천,20,0,51,,,,,,,,,
10.6월,SK 와이번스,19,2,0,4,0,0,1,인천,18.5,0,70,,,,,,,,,
10.7화,SK 와이번스,5,0,2,6,2,0,1,인천,18,0,62,,,,,,,,,
10.13월,SK 와이번스,12,1,1,6,0,0,1,인천,16.2,0,64,,,,,,,,,
10.15수,SK 와이번스,9,0,1,6,0,2,0,서울,15.3,0,49,,,,,,,,,
10.16목,SK 와이번스,13,0,0,2,1,1,1,서울,14.9,0,26,,,,,,,,,
10.17금,SK 와이번스,9,1,1,9,0,1,0,서울,16.9,0,48,,,,,,,,,
4.1수,SK 와이번스,4,0,0,10,1,2,0,인천,15.7,0,55,,,,,,,,,
4.3금,SK 와이번스,6,2,0,13,1,0,0,서울,14.1,0,63,,,,,,,,,
4.4토,SK 와이번스,11,1,1,9,0,1,1,서울,16,0,46,,,,,,,,,
4.5일,SK 와이번스,13,2,5,9,1,0,1,서울,10.8,0,85,,,,,,,,,
4.7화,SK 와이번스,9,0,0,5,0,0,1,인천,10,0,64,,,,,,,,,
4.8수,SK 와이번스,8,1,0,3,3,0,1,인천,10.1,0,61,,,,,,,,,
4.9목,SK 와이번스,16,3,0,10,1,0,1,인천,11,0,51,,,,,,,,,
4.10금,SK 와이번스,6,0,0,5,1,1,1,창원,14.1,0,45,,,,,,,,,
4.11토,SK 와이번스,6,0,0,7,1,2,0,창원,14.5,0,40,,,,,,,,,
4.12일,SK 와이번스,11,2,0,6,0,0,1,창원,15.8,0,31,,,,,,,,,
4.15수,SK 와이번스,9,2,1,11,1,1,0,인천,12.4,0,95,,,,,,,,,
4.16목,SK 와이번스,10,1,1,8,1,0,1,인천,9.5,0,82,,,,,,,,,
4.17금,SK 와이번스,8,0,0,8,2,2,0,인천,11.5,0,65,,,,,,,,,
4.18토,SK 와이번스,14,2,1,6,1,0,1,인천,17.2,0,45,,,,,,,,,
4.21화,SK 와이번스,10,0,1,8,1,1,1,수원,16.9,0,30,,,,,,,,,
4.22수,SK 와이번스,8,0,1,10,1,1,0,수원,16.4,0,53,,,,,,,,,
4.23목,SK 와이번스,7,0,1,7,1,1,1,수원,17.9,0,25,,,,,,,,,
4.24금,SK 와이번스,6,0,0,11,1,0,0,대전,22,0,43,,,,,,,,,
4.25토,SK 와이번스,9,1,1,6,1,2,0,대전,23,0,21,,,,,,,,,
4.26일,SK 와이번스,11,1,0,5,0,1,0,대전,23.4,0,27,,,,,,,,,
4.28화,SK 와이번스,12,1,1,11,0,3,0,인천,20.8,0,65,,,,,,,,,
4.30목,SK 와이번스,11,0,1,4,0,2,1,인천,22.5,0,66,,,,,,,,,
5.1금,SK 와이번스,8,1,0,6,0,1,1,광주,23.9,0,57,,,,,,,,,
5.2토,SK 와이번스,6,0,1,5,1,0,0,광주,21.9,0,59,,,,,,,,,
5.5화,SK 와이번스,15,2,5,7,3,0,1,부산,17.5,0,49,,,,,,,,,
5.6수,SK 와이번스,13,2,1,5,1,1,1,부산,16.7,0,69,,,,,,,,,
5.7목,SK 와이번스,5,2,0,9,0,1,1,부산,20.1,0,45,,,,,,,,,
5.8금,SK 와이번스,5,1,2,6,1,0,1,인천,15.3,0,94,,,,,,,,,
5.9토,SK 와이번스,3,1,0,7,1,1,0,인천,17.1,0,84,,,,,,,,,
5.10일,SK 와이번스,11,1,0,11,0,0,1,인천,20.7,0,33,,,,,,,,,
5.13수,SK 와이번스,8,0,1,6,1,1,0,인천,16.7,0,84,,,,,,,,,
5.14목,SK 와이번스,14,3,0,8,1,1,1,인천,18,0,99,,,,,,,,,
5.15금,SK 와이번스,8,0,0,7,1,1,1,서울,23.6,0,47,,,,,,,,,
5.16토,SK 와이번스,15,0,1,9,0,0,1,서울,22.1,0,29,,,,,,,,,
5.17일,SK 와이번스,10,0,1,7,1,0,0,서울,24,0,20,,,,,,,,,
5.19화,SK 와이번스,10,0,5,3,1,0,1,인천,13.9,0.4,99,,,,,,,,,
5.20수,SK 와이번스,8,2,1,4,0,2,1,인천,19.3,0,63,,,,,,,,,
5.21목,SK 와이번스,4,0,1,9,1,3,0,인천,18,0,70,,,,,,,,,
5.22금,SK 와이번스,7,1,1,3,0,0,0,서울,24.6,0,28,,,,,,,,,
5.23토,SK 와이번스,6,0,0,5,2,2,0,서울,26.7,0,22,,,,,,,,,
5.24일,SK 와이번스,8,0,0,8,1,1,0,서울,25.8,0,25,,,,,,,,,
5.26화,SK 와이번스,9,0,1,8,0,1,0,인천,20.6,0,83,,,,,,,,,
5.27수,SK 와이번스,9,2,0,6,0,1,1,인천,26.8,0,28,,,,,,,,,
5.28목,SK 와이번스,7,0,0,5,0,0,0,인천,26.1,0,34,,,,,,,,,
5.29금,SK 와이번스,5,1,0,8,1,0,0,인천,21.9,0,61,,,,,,,,,
5.31일,SK 와이번스,10,1,0,10,2,0,0,인천,23.5,0,62,,,,,,,,,
6.2화,SK 와이번스,19,1,1,11,0,0,1,수원,24.4,0,49,,,,,,,,,
6.3수,SK 와이번스,8,0,0,6,0,0,0,수원,24.8,0,40,,,,,,,,,
6.4목,SK 와이번스,9,0,0,5,2,0,0,수원,24.2,0,33,,,,,,,,,
6.5금,SK 와이번스,10,0,1,10,0,1,0,서울,19.5,0,59,,,,,,,,,
6.6토,SK 와이번스,13,2,0,8,1,2,1,서울,27.2,0,36,,,,,,,,,
6.7일,SK 와이번스,10,0,3,4,1,0,1,서울,26.8,0,32,,,,,,,,,
6.9화,SK 와이번스,7,0,0,8,0,1,0,인천,21.2,0,96,,,,,,,,,
6.10수,SK 와이번스,6,1,1,7,0,3,0,인천,24.4,0,76,,,,,,,,,
6.12금,SK 와이번스,11,0,0,5,0,0,1,인천,23.2,0,75,,,,,,,,,
6.13토,SK 와이번스,12,1,0,5,0,1,1,인천,24.6,0,95,,,,,,,,,
6.14일,SK 와이번스,3,0,2,6,1,0,0,인천,22.9,0,85,,,,,,,,,
6.16화,SK 와이번스,10,1,0,8,1,1,0,대전,28.9,0,63,,,,,,,,,
6.17수,SK 와이번스,12,2,1,7,0,0,1,대전,22.5,0,93,,,,,,,,,
6.18목,SK 와이번스,7,2,1,6,0,0,1,대전,28.6,0,48,,,,,,,,,
6.19금,SK 와이번스,8,0,0,7,0,2,0,인천,26.3,0,70,,,,,,,,,
6.21일,SK 와이번스,8,0,0,10,0,1,0,인천,25.2,0,65,,,,,,,,,
6.23화,SK 와이번스,7,1,1,10,0,0,0,서울,27.8,0,57,,,,,,,,,
6.24수,SK 와이번스,16,1,2,4,2,0,1,서울,27.7,0,48,,,,,,,,,
6.25목,SK 와이번스,10,2,0,8,0,0,1,서울,27.1,0,46,,,,,,,,,
6.26금,SK 와이번스,5,0,0,8,1,2,0,인천,22.9,0,76,,,,,,,,,
6.27토,SK 와이번스,12,3,0,8,0,0,1,인천,26.9,0,70,,,,,,,,,
6.28일,SK 와이번스,9,1,0,2,1,0,0,인천,25.2,0,81,,,,,,,,,
7.1수,SK 와이번스,9,0,2,12,1,0,0,인천,23.2,0,92,,,,,,,,,
7.2목,SK 와이번스,5,1,0,8,0,0,1,인천,23.5,0,99,,,,,,,,,
7.3금,SK 와이번스,16,1,0,7,3,2,1,부산,24.2,0,76,,,,,,,,,
7.4토,SK 와이번스,9,2,0,11,0,1,0,부산,21.7,0,74,,,,,,,,,
7.5일,SK 와이번스,9,1,0,8,1,0,1,부산,22.2,0,76,,,,,,,,,
7.9목,SK 와이번스,8,0,0,10,0,0,0,대구,21.6,0,87,,,,,,,,,
7.10금,SK 와이번스,11,1,0,6,0,1,1,인천,29.8,0,85,,,,,,,,,
7.11토,SK 와이번스,11,1,0,6,1,0,1,인천,29.9,0,80,,,,,,,,,
7.14화,SK 와이번스,7,0,0,7,1,0,0,창원,25.5,0,80,,,,,,,,,
7.15수,SK 와이번스,13,2,0,8,0,0,1,창원,26.9,0,72,,,,,,,,,
7.21화,SK 와이번스,11,4,1,12,1,0,1,인천,29.3,0,90,,,,,,,,,
7.22수,SK 와이번스,14,0,0,5,2,1,0,인천,27.4,0,96,,,,,,,,,
7.23목,SK 와이번스,8,1,0,3,1,0,1,인천,26.5,0,99,,,,,,,,,
7.26일,SK 와이번스,9,0,0,5,1,0,0,서울,27.7,0,75,,,,,,,,,
7.28화,SK 와이번스,5,2,1,6,0,1,0,광주,27,0,82,,,,,,,,,
7.29수,SK 와이번스,9,1,0,5,0,0,0,광주,31.7,0,71,,,,,,,,,
7.30목,SK 와이번스,9,2,2,6,2,0,0,광주,32.6,0,69,,,,,,,,,
7.31금,SK 와이번스,9,1,1,6,0,0,1,인천,26.9,0,99,,,,,,,,,
8.1토,SK 와이번스,8,1,0,9,2,2,0,인천,26.9,0,99,,,,,,,,,
8.2일,SK 와이번스,16,1,0,9,1,1,1,인천,27.2,0,99,,,,,,,,,
8.4화,SK 와이번스,13,0,1,5,2,0,1,인천,27,0,99,,,,,,,,,
8.5수,SK 와이번스,8,1,3,3,0,1,1,인천,28.6,0,99,,,,,,,,,
8.6목,SK 와이번스,10,2,1,10,0,1,0,대구,35.3,0,37,,,,,,,,,
8.7금,SK 와이번스,12,2,0,6,1,0,0,대구,28.8,1.5,81,,,,,,,,,
8.8토,SK 와이번스,14,2,1,6,0,3,1,인천,27.2,0,98,,,,,,,,,
8.9일,SK 와이번스,11,2,0,6,0,1,0,인천,27.5,0,97,,,,,,,,,
8.11화,SK 와이번스,15,2,1,4,2,0,0,부산,27.6,0,77,,,,,,,,,
8.13목,SK 와이번스,5,2,1,15,0,0,0,인천,28.2,0,74,,,,,,,,,
8.14금,SK 와이번스,10,2,1,4,0,2,1,인천,28.7,0,71,,,,,,,,,
8.15토,SK 와이번스,7,0,0,10,0,0,0,인천,27.4,0,99,,,,,,,,,
8.17월,SK 와이번스,3,1,0,4,1,0,0,인천,28.4,0,87,,,,,,,,,
8.18화,SK 와이번스,6,1,0,6,1,1,0,광주,27,0,71,,,,,,,,,
8.19수,SK 와이번스,7,0,0,4,0,0,0,광주,28,0,67,,,,,,,,,
8.20목,SK 와이번스,8,1,1,9,2,0,0,서울,26.4,0,69,,,,,,,,,
8.21금,SK 와이번스,10,2,1,1,0,0,1,서울,28.6,0,59,,,,,,,,,
8.22토,SK 와이번스,4,0,0,9,0,1,0,인천,25.9,0,89,,,,,,,,,
8.23일,SK 와이번스,4,0,1,10,2,1,0,인천,28.1,0,83,,,,,,,,,
8.25화,SK 와이번스,6,0,2,8,0,0,0,인천,21.8,0,94,,,,,,,,,
8.26수,SK 와이번스,7,2,0,8,2,0,1,인천,23.8,0,86,,,,,,,,,
8.27목,SK 와이번스,7,0,1,8,1,0,1,서울,28.6,0,39,,,,,,,,,
8.28금,SK 와이번스,11,1,0,3,0,1,1,서울,25.9,0,61,,,,,,,,,
8.29토,SK 와이번스,7,0,1,6,2,0,0,수원,26.8,0,53,,,,,,,,,
8.30일,SK 와이번스,8,0,0,8,1,0,0,수원,27.3,0,58,,,,,,,,,
9.1화,SK 와이번스,10,0,0,8,1,0,0,서울,28.4,0,52,,,,,,,,,
9.2수,SK 와이번스,4,2,0,8,3,1,0,서울,24.8,0,67,,,,,,,,,
9.3목,SK 와이번스,4,1,0,14,0,2,0,인천,25.7,0,93,,,,,,,,,
9.4금,SK 와이번스,15,2,0,7,1,1,1,인천,26.2,0,75,,,,,,,,,
9.5토,SK 와이번스,5,0,0,3,3,0,0,인천,22.8,0,98,,,,,,,,,
9.6일,SK 와이번스,7,3,0,3,0,2,1,인천,24.4,0,63,,,,,,,,,
9.8화,SK 와이번스,10,2,1,9,1,0,0,인천,27.5,0,35,,,,,,,,,
9.9수,SK 와이번스,9,1,1,5,1,0,1,인천,26.2,0,50,,,,,,,,,
9.10목,SK 와이번스,11,1,0,7,0,1,1,대전,26.1,0,54,,,,,,,,,
9.11금,SK 와이번스,10,0,2,5,0,0,1,대전,21.3,0,86,,,,,,,,,
9.12토,SK 와이번스,10,0,0,9,0,0,0,창원,20.3,4.2,90,,,,,,,,,
9.13일,SK 와이번스,18,4,0,7,3,2,0,창원,22.9,0,52,,,,,,,,,
9.15화,SK 와이번스,10,0,1,9,1,0,1,대구,21.1,0,53,,,,,,,,,
9.16수,SK 와이번스,8,3,0,8,0,3,1,대구,20.6,0,68,,,,,,,,,
9.17목,SK 와이번스,10,2,1,8,0,1,0,대구,18.3,0.5,95,,,,,,,,,
9.18금,SK 와이번스,6,2,1,11,0,0,1,부산,21.8,0,72,,,,,,,,,
9.19토,SK 와이번스,13,1,2,9,1,1,1,인천,23.7,0,68,,,,,,,,,
9.20일,SK 와이번스,10,1,3,4,2,1,1,인천,24,0,71,,,,,,,,,
9.21월,SK 와이번스,4,0,0,9,1,1,0,인천,24.5,0,75,,,,,,,,,
9.23수,SK 와이번스,7,0,0,6,2,0,0,서울,23.8,0,51,,,,,,,,,
9.24목,SK 와이번스,16,1,1,6,3,1,1,서울,27.8,0,35,,,,,,,,,
9.25금,SK 와이번스,8,1,1,6,0,0,1,인천,24.4,0,88,,,,,,,,,
9.26토,SK 와이번스,13,0,0,10,0,0,0,광주,23.9,0,58,,,,,,,,,
9.28월,SK 와이번스,17,6,0,5,1,0,1,인천,23.8,0,41,,,,,,,,,
9.29화,SK 와이번스,15,3,1,9,0,0,1,인천,24,0,48,,,,,,,,,
9.30수,SK 와이번스,8,2,3,6,0,1,1,인천,22.6,0,53,,,,,,,,,
10.1목,SK 와이번스,6,0,0,6,0,0,0,인천,17.6,0,98,,,,,,,,,
10.2금,SK 와이번스,7,1,1,10,2,1,0,인천,20,0,72,,,,,,,,,
10.3토,SK 와이번스,11,2,0,7,2,1,1,인천,19.7,0,42,,,,,,,,,
10.7수,SK 와이번스,12,1,1,13,1,1,0,서울,22,0,53,,,,,,,,,
4.1금,SK 와이번스,10,1,0,7,1,1,0,인천,16.1,0,39,,,,,,,,,
4.2토,SK 와이번스,10,1,2,6,1,2,1,인천,14.4,0,59,,,,,,,,,
4.3일,SK 와이번스,8,0,1,4,0,1,0,인천,11.3,0,72,,,,,,,,,
4.5화,SK 와이번스,4,0,1,12,0,2,0,부산,15.5,0,59,,,,,,,,,
4.6수,SK 와이번스,1,0,0,2,1,1,0,부산,15.5,0,60,,,,,,,,,
4.7목,SK 와이번스,12,3,2,5,0,0,1,부산,13.8,0,88,,,,,,,,,
4.8금,SK 와이번스,8,0,0,4,0,1,1,인천,7.5,0,98,,,,,,,,,
4.9토,SK 와이번스,5,3,0,7,1,1,1,인천,11.1,0,98,,,,,,,,,
4.10일,SK 와이번스,9,2,0,5,1,1,1,인천,11.2,0,98,,,,,,,,,
4.12화,SK 와이번스,7,2,3,11,0,0,0,인천,15.3,0,51,,,,,,,,,
4.13수,SK 와이번스,7,1,2,8,1,1,1,인천,16.5,0,92,,,,,,,,,
4.14목,SK 와이번스,14,0,1,8,1,0,1,인천,9.9,0,98,,,,,,,,,
4.15금,SK 와이번스,9,2,1,9,2,0,1,수원,18.4,0,33,,,,,,,,,
4.17일,SK 와이번스,11,1,0,7,2,4,1,수원,12.8,0,40,,,,,,,,,
4.19화,SK 와이번스,7,1,1,9,0,1,0,인천,12.5,0,75,,,,,,,,,
4.20수,SK 와이번스,13,1,0,2,1,0,1,인천,13.1,0,96,,,,,,,,,
4.21목,SK 와이번스,6,1,2,5,0,1,1,인천,15.6,0,98,,,,,,,,,
4.22금,SK 와이번스,9,1,0,8,1,2,0,인천,10.3,0,98,,,,,,,,,
4.23토,SK 와이번스,13,0,0,7,1,0,1,인천,15,0,42,,,,,,,,,
4.24일,SK 와이번스,9,1,1,7,0,0,1,인천,18.4,0,41,,,,,,,,,
4.26화,SK 와이번스,13,0,0,6,1,1,0,서울,27.1,0,27,,,,,,,,,
4.27수,SK 와이번스,6,1,1,8,0,0,1,서울,19.4,0,28,,,,,,,,,
4.28목,SK 와이번스,8,0,2,6,2,0,0,서울,20.7,0,32,,,,,,,,,
4.29금,SK 와이번스,10,0,0,5,0,2,1,서울,18.9,0,42,,,,,,,,,
4.30토,SK 와이번스,13,1,1,7,0,0,1,서울,18.8,0,35,,,,,,,,,
5.1일,SK 와이번스,5,0,0,4,1,1,0,서울,22.9,0,29,,,,,,,,,
5.3화,SK 와이번스,8,0,0,9,0,0,0,인천,10.2,0,96,,,,,,,,,
5.4수,SK 와이번스,10,1,1,2,0,0,1,인천,17.3,0,46,,,,,,,,,
5.5목,SK 와이번스,21,5,1,5,0,1,1,인천,21.7,0,38,,,,,,,,,
5.6금,SK 와이번스,10,1,0,6,1,1,0,대구,22.6,0,72,,,,,,,,,
5.7토,SK 와이번스,7,0,1,7,0,2,1,대구,23.7,0,25,,,,,,,,,
5.8일,SK 와이번스,15,1,1,8,1,3,0,대구,22.1,0,37,,,,,,,,,
5.10화,SK 와이번스,13,1,0,11,1,2,0,인천,15.2,0,98,,,,,,,,,
5.11수,SK 와이번스,9,0,0,7,1,1,0,인천,17.6,0,69,,,,,,,,,
5.12목,SK 와이번스,10,3,0,8,1,0,1,인천,18.5,0,86,,,,,,,,,
5.13금,SK 와이번스,3,0,0,7,0,1,0,서울,25.1,0,30,,,,,,,,,
5.14토,SK 와이번스,5,1,0,4,0,2,0,서울,24.4,0,34,,,,,,,,,
5.17화,SK 와이번스,9,0,0,5,0,2,1,인천,21.9,0,47,,,,,,,,,
5.18수,SK 와이번스,7,1,0,7,1,1,1,인천,25.7,0,40,,,,,,,,,
5.19목,SK 와이번스,8,3,0,8,1,2,0,인천,26.7,0,35,,,,,,,,,
5.20금,SK 와이번스,8,0,1,6,0,0,0,광주,27.4,0,39,,,,,,,,,
5.21토,SK 와이번스,12,4,0,2,1,1,1,광주,27.6,0,28,,,,,,,,,
5.22일,SK 와이번스,10,2,0,12,1,5,0,광주,28.2,0,30,,,,,,,,,
5.25수,SK 와이번스,1,0,1,14,0,1,0,창원,23.7,0,56,,,,,,,,,
5.26목,SK 와이번스,18,4,0,11,2,0,1,창원,24.4,0,59,,,,,,,,,
5.27금,SK 와이번스,10,2,1,2,0,0,1,인천,21.9,0,71,,,,,,,,,
5.28토,SK 와이번스,8,0,0,2,3,0,0,인천,23,0,50,,,,,,,,,
5.29일,SK 와이번스,11,3,0,8,1,1,0,인천,22.8,0,58,,,,,,,,,
5.31화,SK 와이번스,10,1,1,9,1,0,0,대전,25.8,0,46,,,,,,,,,
6.1,SK 와이번스,15,1,2,8,0,0,1,대전,26.6,0,44,,,,,,,,,
6.2,SK 와이번스,4,1,0,7,1,1,0,대전,25.8,0,53,,,,,,,,,
6.3,SK 와이번스,4,0,0,5,1,0,0,서울,24.3,0,33,,,,,,,,,
6.4,SK 와이번스,9,3,0,8,1,1,0,서울,23.8,0,55,,,,,,,,,
6.5,SK 와이번스,7,0,0,3,1,3,0,서울,29.4,0,39,,,,,,,,,
6.7,SK 와이번스,9,2,0,8,1,1,0,인천,21.5,0,88,,,,,,,,,
6.8,SK 와이번스,6,0,0,10,2,0,0,인천,21.6,0,98,,,,,,,,,
6.9,SK 와이번스,8,1,0,7,1,0,1,인천,26.1,0,67,,,,,,,,,
6.1,SK 와이번스,11,1,3,10,0,1,0,인천,22.5,0,98,,,,,,,,,
6.11,SK 와이번스,11,2,1,5,0,2,0,인천,23.2,0,98,,,,,,,,,
6.12,SK 와이번스,12,0,0,4,3,1,0,인천,23,0,98,,,,,,,,,
6.14,SK 와이번스,9,2,2,7,0,1,1,대구,26.8,0,55,,,,,,,,,
